iter	Passed	Remaining
0	146	146375
1	148	73887
2	149	49736
3	151	37739
4	152	30432
5	154	25604
6	155	22113
7	157	19579
8	159	17568
9	161	15946
10	162	14616
11	164	13516
12	166	12626
13	167	11819
14	169	11127
15	171	10518
16	172	9982
17	173	9489
18	175	9049
19	176	8656
20	178	8307
21	179	7973
22	180	7678
23	182	7422
24	183	7175
25	185	6947
26	186	6733
27	188	6542
28	189	6360
29	191	6187
30	192	6019
31	194	5870
32	195	5725
33	196	5587
34	197	5456
35	199	5342
36	201	5241
37	202	5135
38	204	5032
39	205	4933
40	207	4847
41	208	4762
42	210	4693
43	212	4620
44	214	4547
45	215	4478
46	217	4411
47	218	4341
48	220	4281
49	222	4218
50	223	4154
51	224	4095
52	226	4043
53	227	3993
54	228	3934
55	230	3878
56	231	3830
57	232	3780
58	234	3735
59	235	3688
60	236	3643
61	238	3604
62	239	3561
63	240	3520
64	242	3491
65	244	3454
66	245	3419
67	247	3385
68	248	3350
69	249	3318
70	251	3290
71	253	3270
72	255	3247
73	257	3226
74	259	3203
75	261	3176
76	262	3151
77	264	3124
78	266	3101
79	267	3078
80	268	3050
81	270	3027
82	271	3004
83	274	2988
84	275	2964
85	276	2943
86	278	2919
87	279	2900
88	281	2881
89	282	2859
90	284	2842
91	285	2820
92	287	2801
93	289	2785
94	290	2768
95	292	2752
96	293	2736
97	295	2719
98	297	2705
99	299	2691
100	300	2676
101	302	2664
102	304	2647
103	305	2631
104	307	2617
105	308	2603
106	310	2587
107	311	2573
108	312	2558
109	314	2543
110	315	2529
111	317	2516
112	319	2504
113	320	2491
114	322	2480
115	323	2466
116	325	2454
117	326	2443
118	328	2428
119	329	2415
120	331	2406
121	333	2400
122	335	2392
123	337	2384
124	339	2374
125	340	2363
126	342	2355
127	344	2345
128	346	2337
129	347	2327
130	349	2316
131	350	2304
132	352	2296
133	353	2285
134	355	2276
135	356	2267
136	358	2257
137	359	2247
138	361	2240
139	363	2234
140	365	2226
141	366	2217
142	368	2208
143	370	2201
144	371	2192
145	373	2186
146	375	2178
147	377	2171
148	379	2166
149	380	2158
