iter	Passed	Remaining
405	2078	3040
406	2080	3031
407	2084	3024
408	2087	3015
409	2089	3007
410	2092	2998
411	2096	2991
412	2100	2984
413	2103	2976
414	2105	2967
415	2108	2960
416	2113	2954
417	2116	2946
418	2118	2937
419	2121	2929
420	2124	2921
421	2127	2913
422	2129	2904
423	2132	2896
424	2134	2888
425	2137	2880
426	2139	2871
427	2142	2863
428	2145	2856
429	2148	2847
430	2150	2838
431	2152	2830
432	2155	2822
433	2158	2815
434	2161	2807
435	2164	2799
436	2167	2791
437	2169	2783
438	2171	2775
439	2175	2768
440	2177	2760
441	2180	2753
442	2183	2745
443	2185	2736
444	2187	2728
445	2191	2721
446	2193	2713
447	2196	2705
448	2198	2697
449	2200	2689
450	2202	2680
451	2204	2672
452	2207	2665
453	2211	2659
454	2214	2652
455	2217	2644
456	2219	2636
457	2221	2629
458	2224	2622
459	2227	2615
460	2229	2607
461	2231	2598
462	2233	2590
463	2235	2582
464	2238	2575
465	2240	2567
466	2241	2558
467	2243	2550
468	2245	2541
469	2246	2533
470	2248	2525
471	2250	2517
472	2253	2511
473	2256	2503
474	2258	2496
475	2260	2488
476	2262	2480
477	2263	2471
478	2265	2464
479	2269	2458
480	2271	2450
481	2273	2443
482	2275	2435
483	2276	2427
484	2278	2419
485	2280	2411
486	2283	2405
487	2286	2398
488	2288	2391
489	2291	2384
490	2293	2377
491	2295	2370
492	2298	2363
493	2300	2356
494	2302	2349
495	2304	2341
496	2306	2334
497	2307	2326
498	2310	2319
499	2312	2312
500	2315	2306
501	2317	2299
502	2320	2292
503	2322	2285
504	2324	2278
505	2326	2271
506	2328	2263
507	2331	2257
508	2333	2250
509	2334	2243
510	2336	2235
511	2338	2229
512	2340	2222
513	2342	2215
514	2345	2209
515	2347	2202
516	2349	2195
517	2351	2188
518	2353	2181
519	2356	2175
520	2358	2168
521	2361	2162
522	2363	2155
523	2365	2148
524	2367	2142
525	2369	2135
526	2372	2129
527	2374	2122
528	2377	2116
529	2379	2110
530	2382	2104
531	2385	2098
532	2387	2092
533	2389	2085
534	2393	2079
535	2395	2073
536	2398	2067
537	2400	2061
538	2402	2054
539	2405	2048
540	2409	2044
541	2411	2038
542	2414	2031
543	2416	2025
544	2418	2019
545	2422	2014
546	2425	2008
547	2427	2002
548	2429	1996
549	2432	1989
550	2434	1983
551	2437	1978
552	2440	1972
553	2442	1966
554	2445	1960
555	2446	1953
556	2448	1947
557	2451	1941
558	2454	1936
559	2456	1929
560	2457	1923
561	2460	1917
562	2462	1911
563	2464	1905
564	2467	1900
565	2470	1894
566	2472	1887
567	2474	1881
568	2476	1875
569	2478	1869
570	2480	1863
571	2486	1860
572	2488	1854
573	2490	1848
574	2493	1842
575	2495	1836
576	2498	1831
577	2501	1826
578	2503	1820
579	2506	1814
580	2507	1808
581	2510	1802
582	2512	1797
583	2515	1792
584	2517	1786
585	2519	1779
586	2521	1773
587	2522	1767
588	2525	1762
589	2526	1755
590	2529	1750
591	2532	1745
592	2534	1739
593	2536	1733
594	2538	1727
595	2540	1721
596	2541	1715
597	2544	1710
598	2546	1705
599	2548	1699
600	2550	1693
601	2552	1687
602	2554	1681
603	2556	1676
604	2558	1670
605	2561	1665
606	2564	1660
607	2566	1654
608	2568	1649
609	2570	1643
610	2573	1638
611	2578	1635
612	2581	1629
613	2583	1624
614	2586	1619
615	2588	1613
616	2592	1609
617	2594	1603
618	2597	1598
619	2599	1593
620	2600	1587
621	2602	1581
622	2604	1576
623	2608	1571
624	2610	1566
625	2612	1560
626	2614	1555
627	2615	1549
628	2617	1544
629	2619	1538
630	2622	1533
631	2625	1528
632	2627	1523
633	2629	1517
634	2631	1512
635	2632	1506
636	2634	1501
637	2637	1496
638	2640	1491
639	2642	1486
640	2643	1480
641	2645	1475
642	2647	1470
643	2649	1464
644	2651	1459
645	2655	1455
646	2657	1449
647	2660	1444
648	2661	1439
649	2663	1434
650	2665	1429
651	2669	1424
652	2671	1419
653	2673	1414
654	2675	1408
655	2676	1403
656	2678	1398
657	2680	1393
658	2683	1388
659	2685	1383
660	2687	1378
661	2689	1373
662	2692	1368
663	2693	1363
664	2696	1358
665	2699	1354
666	2702	1349
667	2704	1344
668	2706	1339
669	2708	1334
670	2711	1329
671	2713	1324
672	2716	1319
673	2718	1314
674	2720	1310
675	2722	1304
676	2725	1300
677	2727	1295
678	2731	1291
679	2734	1286
680	2736	1281
681	2738	1277
682	2741	1272
683	2743	1267
684	2746	1263
685	2749	1258
686	2752	1253
687	2755	1249
688	2757	1244
689	2760	1240
690	2763	1235
691	2765	1230
692	2768	1226
693	2771	1222
694	2773	1217
695	2778	1213
696	2780	1208
697	2785	1205
698	2787	1200
699	2790	1195
700	2793	1191
701	2796	1187
702	2799	1182
703	2802	1178
704	2805	1174
705	2811	1170
706	2814	1166
707	2817	1162
708	2820	1157
709	2823	1153
710	2827	1149
711	2829	1144
712	2832	1140
713	2835	1135
714	2838	1131
715	2842	1127
716	2846	1123
717	2848	1118
718	2851	1114
719	2856	1110
720	2858	1106
721	2861	1101
722	2864	1097
723	2867	1093
724	2870	1088
725	2872	1084
726	2874	1079
727	2877	1075
728	2880	1070
729	2884	1066
730	2887	1062
731	2889	1057
732	2891	1053
733	2894	1048
734	2897	1044
735	2901	1040
736	2903	1036
737	2905	1031
738	2907	1026
739	2909	1022
740	2912	1018
741	2916	1014
742	2919	1009
743	2921	1005
744	2924	1000
745	2926	996
746	2929	992
747	2932	988
748	2935	983
749	2937	979
750	2940	974
751	2942	970
752	2946	966
753	2949	962
754	2951	957
755	2953	953
756	2957	949
757	2964	946
758	2967	942
759	2970	937
760	2972	933
761	2975	929
762	2978	925
763	2980	920
764	2983	916
765	2986	912
766	2990	908
767	2993	904
768	2996	900
769	2999	896
770	3001	891
771	3005	887
772	3007	883
773	3009	878
774	3012	874
775	3015	870
776	3018	866
777	3020	861
778	3024	858
779	3028	854
780	3030	849
781	3033	845
782	3038	842
783	3041	837
784	3043	833
785	3045	829
786	3047	824
787	3049	820
788	3052	816
789	3054	811
790	3058	807
791	3060	803
792	3063	799
793	3066	795
794	3071	792
795	3076	788
796	3078	784
797	3081	780
798	3084	775
799	3087	771
800	3089	767
801	3091	763
802	3093	758
803	3097	755
804	3101	751
805	3103	746
806	3105	742
807	3108	738
808	3111	734
809	3117	731
810	3120	727
811	3122	723
812	3124	718
813	3129	715
814	3133	711
815	3135	707
816	3137	702
817	3139	698
818	3142	694
819	3147	690
820	3149	686
821	3152	682
822	3155	678
823	3158	674
824	3162	670
825	3164	666
826	3166	662
827	3169	658
828	3171	654
829	3174	650
830	3177	646
831	3179	642
832	3181	637
833	3184	633
834	3186	629
835	3190	625
836	3195	622
837	3199	618
838	3202	614
839	3205	610
840	3209	606
841	3212	602
842	3214	598
843	3217	594
844	3220	590
845	3224	587
846	3228	583
847	3230	579
848	3232	574
849	3235	570
850	3238	566
851	3240	562
852	3243	558
853	3245	554
854	3249	551
855	3252	547
856	3255	543
857	3258	539
858	3261	535
859	3263	531
860	3266	527
861	3270	523
862	3273	519
863	3276	515
864	3278	511
865	3280	507
866	3285	503
867	3287	499
868	3289	495
869	3291	491
870	3294	487
871	3296	483
872	3301	480
873	3304	476
874	3306	472
875	3309	468
876	3315	464
877	3318	461
878	3321	457
879	3323	453
880	3325	449
881	3329	445
882	3332	441
883	3335	437
884	3338	433
885	3346	430
886	3350	426
887	3353	422
888	3360	419
889	3362	415
890	3365	411
891	3368	407
892	3374	404
893	3377	400
894	3382	396
895	3384	392
896	3392	389
897	3396	385
898	3398	381
899	3404	378
900	3408	374
901	3411	370
902	3414	366
903	3417	362
904	3421	359
905	3424	355
906	3428	351
907	3433	347
908	3437	344
909	3440	340
910	3443	336
911	3445	332
912	3449	328
913	3454	325
914	3457	321
915	3460	317
916	3463	313
917	3470	309
918	3473	306
919	3475	302
920	3478	298
921	3481	294
922	3485	290
923	3488	286
924	3491	283
925	3496	279
926	3499	275
927	3502	271
928	3504	267
929	3506	263
930	3509	260
931	3512	256
932	3516	252
933	3519	248
934	3522	244
935	3527	241
936	3530	237
937	3533	233
938	3536	229
939	3539	225
940	3545	222
941	3548	218
942	3550	214
943	3552	210
944	3557	207
945	3559	203
946	3562	199
947	3564	195
948	3567	191
949	3570	187
950	3574	184
951	3578	180
952	3582	176
953	3585	172
954	3588	169
955	3592	165
956	3594	161
957	3597	157
958	3602	154
959	3606	150
960	3609	146
961	3612	142
962	3616	138
963	3620	135
964	3622	131
965	3625	127
966	3627	123
967	3631	120
968	3636	116
969	3639	112
970	3642	108
971	3645	105
972	3649	101
973	3652	97
974	3655	93
975	3658	89
976	3660	86
977	3664	82
978	3668	78
979	3671	74
980	3674	71
981	3678	67
982	3683	63
983	3687	59
984	3690	56
985	3695	52
986	3698	48
987	3702	44
988	3705	41
989	3710	37
990	3713	33
991	3716	29
992	3718	26
993	3722	22
994	3731	18
995	3735	15
996	3739	11
997	3743	7
998	3745	3
999	3748	0
