iter	Passed	Remaining
200	1423	5660
201	1430	5651
202	1435	5635
203	1440	5620
204	1446	5609
205	1452	5597
206	1467	5622
207	1478	5628
208	1485	5621
209	1491	5612
210	1502	5616
211	1507	5603
212	1514	5596
213	1520	5583
214	1524	5565
215	1530	5553
216	1535	5541
217	1541	5529
218	1546	5515
219	1552	5505
220	1564	5515
221	1572	5512
222	1577	5496
223	1587	5500
224	1594	5493
225	1600	5481
226	1604	5465
227	1613	5463
228	1621	5459
229	1628	5450
230	1634	5441
231	1641	5432
232	1648	5427
233	1659	5433
234	1666	5425
235	1678	5433
236	1685	5425
237	1690	5413
238	1698	5408
239	1702	5391
240	1711	5388
241	1720	5388
242	1726	5379
243	1733	5370
244	1739	5360
245	1744	5348
246	1750	5335
247	1757	5330
248	1761	5314
249	1768	5305
250	1777	5304
251	1783	5293
252	1790	5286
253	1795	5274
254	1799	5258
255	1804	5245
256	1811	5237
257	1816	5225
258	1823	5215
259	1827	5200
260	1831	5186
261	1838	5177
262	1842	5162
263	1847	5151
264	1856	5149
265	1862	5139
266	1867	5126
267	1874	5120
268	1880	5111
269	1884	5094
270	1888	5081
271	1896	5075
272	1912	5093
273	1924	5098
274	1929	5087
275	1933	5071
276	1940	5064
277	1944	5050
278	1962	5070
279	1967	5059
280	1974	5051
281	1979	5039
282	1984	5027
283	1989	5014
284	1997	5011
285	2001	4996
286	2016	5008
287	2023	5001
288	2029	4992
289	2035	4983
290	2047	4988
291	2055	4984
292	2062	4975
293	2067	4965
294	2074	4957
295	2079	4945
296	2085	4935
297	2095	4935
298	2099	4922
299	2108	4919
300	2114	4909
301	2120	4900
302	2126	4891
303	2131	4878
304	2141	4880
305	2146	4868
306	2155	4866
307	2193	4927
308	2200	4920
309	2205	4908
310	2211	4900
311	2216	4886
312	2224	4882
313	2230	4874
314	2238	4866
315	2243	4856
316	2251	4850
317	2255	4838
318	2272	4850
319	2281	4847
320	2298	4862
321	2303	4849
322	2313	4848
323	2318	4837
324	2327	4834
325	2337	4832
326	2347	4831
327	2358	4832
328	2383	4861
329	2387	4848
330	2393	4837
331	2400	4829
332	2407	4822
333	2418	4822
334	2425	4814
335	2431	4805
336	2438	4798
337	2464	4827
338	2478	4833
339	2498	4849
340	2508	4848
341	2514	4837
342	2518	4823
343	2556	4874
344	2565	4869
345	2583	4883
346	2591	4877
347	2606	4882
348	2616	4881
349	2622	4869
350	2629	4861
351	2635	4851
352	2653	4863
353	2663	4861
354	2668	4849
355	2688	4862
356	2698	4860
357	2705	4852
358	2708	4836
359	2728	4850
360	2758	4882
361	2771	4883
362	2793	4902
363	2810	4911
364	2824	4914
365	2833	4908
366	2845	4908
367	2858	4908
368	2870	4908
369	2879	4902
370	2892	4903
371	2971	5015
372	3019	5074
373	3036	5081
374	3065	5108
375	3074	5102
376	3088	5103
377	3098	5098
378	3104	5086
379	3116	5084
380	3122	5073
381	3147	5091
382	3155	5084
383	3163	5074
384	3170	5063
385	3178	5055
386	3190	5052
387	3192	5035
388	3208	5039
389	3226	5046
390	3230	5031
391	3235	5018
392	3239	5003
393	3253	5004
394	3261	4995
395	3266	4982
396	3272	4970
397	3279	4960
398	3313	4991
399	3323	4985
400	3327	4970
401	3332	4957
402	3341	4949
403	3348	4939
404	3355	4929
405	3363	4920
406	3372	4913
407	3378	4901
408	3385	4892
409	3390	4878
410	3397	4868
411	3407	4862
412	3443	4894
413	3455	4890
414	3461	4878
415	3470	4872
416	3477	4861
417	3489	4859
418	3513	4872
419	3532	4878
420	3552	4886
421	3561	4877
422	3575	4876
423	3594	4882
424	3598	4868
425	3609	4863
426	3614	4850
427	3625	4845
428	3629	4830
429	3642	4828
430	3658	4829
431	3695	4858
432	3748	4909
433	3753	4895
434	3762	4887
435	3766	4872
436	3778	4868
437	3783	4854
438	3792	4846
439	3797	4833
440	3802	4819
441	3811	4811
442	3814	4796
443	3818	4781
444	3824	4769
445	3835	4764
446	3840	4751
447	3862	4759
448	3873	4753
449	3889	4753
450	3913	4763
451	3929	4763
452	3936	4753
453	3944	4743
454	3949	4730
455	3954	4717
456	3960	4705
457	3964	4691
458	3968	4677
459	3973	4664
460	3978	4651
461	3982	4638
462	3990	4628
463	3997	4617
464	4004	4607
465	4021	4608
466	4025	4594
467	4028	4579
468	4055	4591
469	4060	4579
470	4068	4569
471	4073	4556
472	4082	4548
473	4086	4534
474	4091	4521
475	4098	4512
476	4105	4501
477	4112	4491
478	4116	4477
479	4121	4464
480	4128	4454
481	4132	4440
482	4138	4429
483	4143	4417
484	4153	4410
485	4156	4396
486	4160	4382
487	4166	4370
488	4175	4363
489	4182	4352
490	4188	4341
491	4191	4328
492	4197	4316
493	4203	4305
494	4208	4293
495	4252	4320
496	4255	4307
497	4299	4333
498	4304	4322
499	4308	4308
500	4316	4299
501	4324	4289
502	4349	4297
503	4358	4289
504	4364	4277
505	4373	4269
506	4377	4257
507	4383	4245
508	4390	4234
509	4397	4224
510	4411	4221
511	4427	4219
512	4432	4207
513	4440	4198
514	4446	4187
515	4455	4178
516	4460	4167
517	4467	4156
518	4474	4147
519	4484	4139
520	4503	4140
521	4513	4132
522	4524	4126
523	4529	4114
524	4547	4114
525	4559	4108
526	4581	4111
527	4616	4126
528	4624	4117
529	4630	4106
530	4644	4102
531	4652	4093
532	4657	4080
533	4663	4070
534	4669	4058
535	4675	4047
536	4684	4038
537	4688	4026
538	4695	4015
539	4702	4005
540	4710	3996
541	4728	3995
542	4747	3995
543	4756	3987
544	4766	3979
545	4785	3978
546	4797	3973
547	4807	3965
548	4814	3955
549	4819	3942
550	4826	3933
551	4835	3924
552	4851	3921
553	4864	3915
554	4880	3913
555	4889	3904
556	4898	3895
557	4901	3882
558	4910	3873
559	4915	3862
560	4920	3850
561	4926	3839
562	4934	3829
563	4941	3819
564	4950	3811
565	4956	3800
566	4960	3788
567	4967	3778
568	4973	3767
569	4979	3756
570	4994	3752
571	5003	3743
572	5016	3738
573	5021	3727
574	5027	3715
575	5034	3705
576	5039	3694
577	5048	3685
578	5143	3739
579	5150	3729
580	5160	3721
581	5165	3709
582	5213	3729
583	5222	3719
584	5227	3708
585	5245	3706
586	5265	3704
587	5273	3694
588	5281	3685
589	5290	3676
590	5295	3664
591	5304	3656
592	5315	3647
593	5320	3636
594	5334	3631
595	5347	3625
596	5352	3613
597	5360	3603
598	5368	3593
599	5372	3581
600	5379	3571
601	5386	3561
602	5390	3548
603	5396	3537
604	5400	3526
605	5404	3513
606	5415	3506
607	5449	3513
608	5469	3511
609	5480	3503
610	5500	3501
611	5506	3491
612	5518	3483
613	5540	3483
614	5551	3475
615	5567	3470
616	5573	3459
617	5577	3447
618	5606	3450
619	5611	3439
620	5617	3428
621	5623	3417
622	5631	3407
623	5648	3403
624	5658	3395
625	5666	3385
626	5672	3374
627	5688	3369
628	5696	3359
629	5709	3353
630	5714	3341
631	5724	3333
632	5730	3322
633	5736	3311
634	5764	3313
635	5768	3301
636	5775	3291
637	5785	3282
638	5789	3270
639	5794	3259
640	5807	3252
641	5826	3249
642	5851	3248
643	5858	3238
644	5872	3232
645	5888	3226
646	5893	3215
647	5899	3204
648	5907	3194
649	5913	3184
650	5919	3173
651	5926	3163
652	5935	3153
653	5940	3142
654	5946	3131
655	5951	3121
656	5957	3110
657	5964	3100
658	5970	3089
659	5979	3080
660	6012	3083
661	6019	3073
662	6027	3063
663	6040	3056
664	6044	3045
665	6054	3036
666	6060	3025
667	6070	3017
668	6077	3006
669	6085	2997
670	6091	2986
671	6102	2978
672	6111	2969
673	6117	2958
674	6122	2947
675	6128	2937
676	6135	2927
677	6147	2919
678	6159	2912
679	6165	2901
680	6175	2892
681	6187	2884
682	6192	2874
683	6199	2863
684	6204	2853
685	6220	2847
686	6228	2837
687	6240	2829
688	6270	2830
689	6280	2821
690	6287	2811
691	6296	2802
692	6302	2792
693	6310	2782
694	6319	2773
695	6325	2762
696	6336	2754
697	6349	2747
698	6359	2738
699	6371	2730
700	6377	2720
701	6387	2711
702	6392	2700
703	6399	2690
704	6411	2683
705	6416	2672
706	6422	2661
707	6428	2651
708	6433	2640
709	6436	2629
710	6441	2618
711	6447	2608
712	6451	2597
713	6455	2585
714	6468	2578
715	6481	2570
716	6494	2563
717	6499	2552
718	6511	2545
719	6525	2537
720	6530	2527
721	6540	2518
722	6558	2512
723	6565	2502
724	6575	2494
725	6581	2483
726	6600	2478
727	6609	2469
728	6619	2460
729	6626	2451
730	6636	2442
731	6640	2431
732	6680	2433
733	6685	2422
734	6699	2415
735	6712	2407
736	6719	2397
737	6748	2395
738	6753	2385
739	6764	2376
740	6775	2368
741	6781	2358
742	6815	2357
743	6821	2347
744	6825	2336
745	6831	2325
746	6841	2317
747	6849	2307
748	6858	2298
749	6870	2290
750	6878	2280
751	6888	2271
752	6894	2261
753	6910	2254
754	6917	2244
755	6933	2237
756	6944	2229
757	6982	2229
758	6992	2220
759	6999	2210
760	7043	2212
761	7057	2204
762	7062	2193
763	7073	2185
764	7080	2174
765	7096	2167
766	7107	2159
767	7113	2148
768	7121	2139
769	7127	2128
770	7133	2118
771	7140	2108
772	7145	2098
773	7154	2089
774	7161	2079
775	7169	2069
776	7182	2061
777	7188	2051
778	7194	2041
779	7201	2031
780	7209	2021
781	7212	2010
782	7220	2001
783	7225	1990
784	7236	1981
785	7242	1971
786	7250	1962
787	7256	1952
788	7267	1943
789	7273	1933
790	7284	1924
791	7295	1915
792	7317	1910
793	7325	1900
794	7342	1893
795	7358	1885
796	7373	1878
797	7392	1871
798	7398	1861
799	7405	1851
800	7412	1841
801	7420	1831
802	7425	1821
803	7446	1815
804	7452	1805
805	7459	1795
806	7465	1785
807	7497	1781
808	7502	1771
809	7511	1762
810	7517	1751
811	7537	1745
812	7548	1736
813	7559	1727
814	7609	1727
815	7614	1716
816	7625	1707
817	7630	1697
818	7637	1687
819	7642	1677
820	7647	1667
821	7661	1659
822	7671	1649
823	7680	1640
824	7690	1631
825	7695	1621
826	7702	1611
827	7709	1601
828	7717	1591
829	7737	1584
830	7768	1579
831	7786	1572
832	7793	1562
833	7798	1552
834	7807	1542
835	7815	1533
836	7820	1522
837	7823	1512
838	7826	1501
839	7830	1491
840	7834	1481
841	7838	1470
842	7844	1460
843	7847	1450
844	7851	1440
845	7864	1431
846	7870	1421
847	7876	1411
848	7885	1402
849	7894	1393
850	7900	1383
851	7906	1373
852	7910	1363
853	7915	1353
854	7919	1343
855	7924	1333
856	7929	1323
857	7938	1313
858	7946	1304
859	7959	1295
860	7968	1286
861	7972	1276
862	7977	1266
863	7990	1257
864	8005	1249
865	8017	1240
866	8073	1238
867	8084	1229
868	8098	1220
869	8106	1211
870	8119	1202
871	8139	1194
872	8157	1186
873	8172	1178
874	8190	1170
875	8199	1160
876	8211	1151
877	8220	1142
878	8226	1132
879	8235	1122
880	8288	1119
881	8300	1110
882	8355	1107
883	8370	1098
884	8381	1089
885	8397	1080
886	8411	1071
887	8445	1065
888	8451	1055
889	8456	1045
890	8461	1035
891	8468	1025
892	8473	1015
893	8477	1005
894	8507	998
895	8521	989
896	8525	978
897	8531	969
898	8545	960
899	8550	950
900	8572	941
901	8578	932
902	8609	924
903	8620	915
904	8625	905
905	8631	895
906	8637	885
907	8650	876
908	8664	867
909	8672	857
910	8686	848
911	8693	838
912	8698	828
913	8708	819
914	8712	809
915	8724	800
916	8733	790
917	8740	780
918	8744	770
919	8780	763
920	8785	753
921	8804	744
922	8822	736
923	8835	726
924	8838	716
925	8849	707
926	8853	697
927	8859	687
928	8863	677
929	8869	667
930	8877	657
931	8893	648
932	8930	641
933	8940	631
934	8995	625
935	8998	615
936	9016	606
937	9043	597
938	9058	588
939	9065	578
940	9082	569
941	9104	560
942	9116	551
943	9125	541
944	9130	531
945	9199	525
946	9205	515
947	9217	505
948	9221	495
949	9226	485
950	9235	475
951	9242	466
952	9266	456
953	9279	447
954	9289	437
955	9294	427
956	9308	418
957	9315	408
958	9321	398
959	9325	388
960	9331	378
961	9340	368
962	9349	359
963	9360	349
964	9401	340
965	9406	331
966	9411	321
967	9417	311
968	9421	301
969	9428	291
970	9456	282
971	9461	272
972	9473	262
973	9488	253
974	9536	244
975	9547	234
976	9552	224
977	9565	215
978	9572	205
979	9579	195
980	9583	185
981	9594	175
982	9600	166
983	9611	156
984	9616	146
985	9626	136
986	9637	126
987	9643	117
988	9655	107
989	9673	97
990	9686	87
991	9697	78
992	9707	68
993	9723	58
994	9747	48
995	9753	39
996	9767	29
997	9780	19
998	9797	9
999	9809	0
